"Chromosome","Start_Position","End_Position","Match_Position","Match_End_Position","FlankedExonIDs"
"NC_035107.1",41608426,41608525,41610026,41610125,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610053,41610152,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610080,41610179,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610107,41610206,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608500,41610134,41610208,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41610161,41610210,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610223,41610322,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610250,41610349,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610277,41610376,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610304,41610403,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610331,41610430,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610358,41610457,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610385,41610484,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610412,41610511,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610439,41610538,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610466,41610565,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610493,41610592,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608500,41610520,41610594,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41610547,41610596,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41610877,41610926,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610949,41611048,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41610976,41611075,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608500,41611003,41611077,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41611030,41611079,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41611084,41611133,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41611111,41611160,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41611138,41611187,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608500,41611390,41611464,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41611417,41611466,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41611481,41611530,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41611627,41611676,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41611654,41611703,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41611681,41611730,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41612379,41612428,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41612406,41612455,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41612742,41612791,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41612795,41612844,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41612822,41612871,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41613160,41613209,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613323,41613422,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613350,41613449,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613377,41613476,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608500,41613404,41613478,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613537,41613636,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613564,41613663,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613591,41613690,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613618,41613717,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613645,41613744,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613672,41613771,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613699,41613798,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613726,41613825,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613753,41613852,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613780,41613879,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608500,41613807,41613881,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41613834,41613883,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613957,41614056,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41614011,41614060,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41613984,41614083,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608500,41614117,41614191,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41614144,41614193,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41614334,41614383,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608525,41614692,41614791,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608500,41614719,41614793,"exon-XM_021838738.1-1"
"NC_035107.1",41608426,41608475,41614797,41614846,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41609126,41609200,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41609862,41609936,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41610221,41610295,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608550,41610635,41610734,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41610662,41610736,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608500,41610689,41610738,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41610785,41610859,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608500,41610812,41610861,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608500,41610875,41610924,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41610947,41611021,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608575,41611207,41611331,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608575,41611234,41611358,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608550,41611261,41611360,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41611288,41611362,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608500,41611315,41611364,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41611388,41611462,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41612651,41612725,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608500,41612678,41612727,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608500,41613158,41613207,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41613321,41613395,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608500,41613482,41613531,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41613535,41613609,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41613955,41614029,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608500,41614115,41614164,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608500,41614332,41614381,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608500,41614394,41614443,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608525,41614458,41614532,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608500,41614485,41614534,"exon-XM_021838738.1-1"
"NC_035107.1",41608451,41608550,41614690,41614789,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41609124,41609173,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41609860,41609909,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41610219,41610268,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608575,41610633,41610732,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608550,41610783,41610857,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41610873,41610922,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41610945,41610994,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608575,41611089,41611188,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608550,41611116,41611190,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41611143,41611192,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608575,41611205,41611304,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41611386,41611435,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41611486,41611535,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608575,41611632,41611731,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608550,41611659,41611733,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41611686,41611735,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608550,41612384,41612458,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41612411,41612460,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608550,41612649,41612723,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608550,41612800,41612874,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41612827,41612876,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41613156,41613205,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41613319,41613368,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41613533,41613582,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41613953,41614002,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41614330,41614379,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41614392,41614441,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608550,41614456,41614530,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608550,41614688,41614762,"exon-XM_021838738.1-1"
"NC_035107.1",41608476,41608525,41614802,41614851,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608575,41610631,41610705,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608575,41610781,41610855,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608575,41611087,41611161,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608575,41611203,41611277,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608550,41611484,41611533,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608575,41611630,41611704,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608575,41612382,41612456,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608575,41612647,41612721,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608575,41612798,41612872,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608575,41614120,41614194,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608550,41614390,41614439,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608550,41614454,41614503,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608550,41614686,41614735,"exon-XM_021838738.1-1"
"NC_035107.1",41608501,41608550,41614800,41614849,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609129,41609228,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609156,41609255,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609183,41609282,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609210,41609309,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609237,41609336,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609264,41609363,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609291,41609390,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609318,41609417,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609345,41609444,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609372,41609471,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609399,41609498,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609426,41609525,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609453,41609552,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609480,41609579,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609507,41609606,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609534,41609633,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609561,41609660,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609588,41609687,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609615,41609714,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609642,41609741,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609669,41609768,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609696,41609795,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609723,41609822,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41609750,41609849,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608600,41609777,41609851,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41609804,41609853,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41609865,41609989,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41609892,41610016,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41609919,41610043,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41609946,41610070,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41609973,41610097,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610000,41610124,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610027,41610151,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610054,41610178,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610081,41610205,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41610108,41610207,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608600,41610135,41610209,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41610162,41610211,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610224,41610348,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610251,41610375,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610278,41610402,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610305,41610429,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610332,41610456,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610359,41610483,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610386,41610510,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610413,41610537,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610440,41610564,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610467,41610591,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608600,41610521,41610595,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41610548,41610597,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610494,41610618,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41610629,41610678,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41610779,41610828,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41610878,41610927,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41610950,41611074,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41610977,41611076,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608600,41611004,41611078,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41611031,41611080,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41611085,41611134,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41611201,41611250,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608600,41611391,41611465,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41611418,41611467,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41611482,41611531,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41611628,41611677,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608600,41612380,41612454,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41612645,41612694,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41612743,41612792,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41612796,41612845,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41613161,41613210,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41613324,41613448,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41613351,41613475,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41613378,41613477,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608600,41613405,41613479,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41613538,41613637,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41613565,41613664,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41613592,41613691,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41613619,41613718,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41613646,41613745,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41613673,41613772,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41613700,41613799,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41613727,41613826,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41613754,41613853,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608625,41613781,41613880,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608600,41613808,41613882,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41613835,41613884,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608600,41613985,41614059,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41614012,41614061,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608650,41613958,41614082,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608600,41614118,41614192,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41614335,41614384,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41614388,41614437,"exon-XM_021838738.1-1"
"NC_035107.1",41608526,41608575,41614798,41614847,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608625,41609127,41609201,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608650,41609863,41609962,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608650,41610222,41610321,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608600,41610876,41610925,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608650,41610948,41611047,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608625,41611389,41611463,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608600,41611480,41611529,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608600,41612378,41612427,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608600,41612741,41612790,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608600,41613159,41613208,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608650,41613322,41613421,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608625,41613536,41613610,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608650,41613956,41614055,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608600,41614116,41614165,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608600,41614333,41614382,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608625,41614459,41614533,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608600,41614486,41614535,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608650,41614691,41614790,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608625,41614718,41614792,"exon-XM_021838738.1-1"
"NC_035107.1",41608551,41608600,41614796,41614845,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41609125,41609174,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41609861,41609935,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41610220,41610294,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608675,41610634,41610733,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41610661,41610735,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41610688,41610737,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41610784,41610858,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41610811,41610860,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41610874,41610923,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41610946,41611020,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608675,41611090,41611189,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41611117,41611191,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41611144,41611193,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608675,41611206,41611305,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608675,41611233,41611332,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608675,41611260,41611359,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41611287,41611361,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41611314,41611363,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41611387,41611461,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608675,41611633,41611732,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41611660,41611734,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41611687,41611736,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41612650,41612724,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41612677,41612726,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41612801,41612875,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41612828,41612877,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41613157,41613206,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41613320,41613394,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41613534,41613583,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41613954,41614028,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41614331,41614380,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608625,41614393,41614442,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41614457,41614531,"exon-XM_021838738.1-1"
"NC_035107.1",41608576,41608650,41614689,41614763,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41609859,41609908,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41610218,41610267,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608675,41610632,41610706,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608675,41610782,41610856,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41610872,41610921,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41610944,41610993,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608700,41611088,41611187,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608675,41611204,41611278,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41611385,41611434,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41611485,41611534,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608700,41611631,41611730,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608675,41612383,41612457,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41612410,41612459,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608675,41612648,41612722,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608675,41612799,41612873,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41613155,41613204,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41613318,41613367,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41613952,41614001,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41614121,41614170,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41614329,41614378,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41614391,41614440,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608675,41614455,41614529,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41614687,41614736,"exon-XM_021838738.1-1"
"NC_035107.1",41608601,41608650,41614801,41614850,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609130,41609254,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609157,41609281,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609184,41609308,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609211,41609335,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609238,41609362,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609265,41609389,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609292,41609416,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609319,41609443,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609346,41609470,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609373,41609497,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609400,41609524,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609427,41609551,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609454,41609578,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609481,41609605,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609508,41609632,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609535,41609659,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609562,41609686,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609589,41609713,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609616,41609740,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609643,41609767,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609670,41609794,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609697,41609821,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608750,41609724,41609848,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608725,41609751,41609850,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608700,41609778,41609852,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608675,41609805,41609854,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608675,41610630,41610679,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608675,41610780,41610829,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608700,41611086,41611160,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608675,41611202,41611251,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608675,41611483,41611532,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608700,41611629,41611703,"exon-XM_021838738.1-1"
"NC_035107.1",41608626,41608700,41612381,41612455,"exon-XM_021838738.1-1"
