Chromosome,Start_Position,End_Position,Match_Position,Match_End_Position
BX284601.5,4289576,4289675,4291922,4292021
BX284601.5,4289576,4289650,4292110,4292184
BX284601.5,4289576,4289675,4292204,4292303
BX284601.5,4289576,4289675,4292486,4292585
BX284601.5,4289576,4289650,4292674,4292748
BX284601.5,4289576,4289625,4292768,4292817
BX284601.5,4289576,4289650,4292862,4292936
BX284601.5,4289576,4289625,4292956,4293005
BX284601.5,4289576,4289650,4293050,4293124
BX284601.5,4289576,4289675,4294360,4294459
BX284601.5,4289576,4289625,4294548,4294597
BX284601.5,4289626,4289675,4289719,4289768
BX284601.5,4289626,4289675,4289813,4289862
BX284601.5,4289626,4289675,4290000,4290049
BX284601.5,4289626,4289675,4290187,4290236
BX284601.5,4289626,4289675,4291032,4291081
BX284601.5,4289626,4289675,4291408,4291457
BX284601.5,4289626,4289675,4291784,4291833
BX284601.5,4289626,4289675,4293849,4293898
BX284601.5,4289701,4289775,4289795,4289869
BX284601.5,4289701,4289775,4291014,4291088
BX284601.5,4289701,4289775,4291390,4291464
BX284601.5,4289701,4289800,4291766,4291865
BX284601.5,4289701,4289775,4293831,4293905
BX284601.5,4289726,4289800,4290288,4290362
BX284601.5,4289726,4289775,4290476,4290525
BX284601.5,4289726,4289775,4290852,4290901
BX284601.5,4289726,4289775,4291227,4291276
BX284601.5,4289726,4289800,4291509,4291583
BX284601.5,4289726,4289875,4291697,4291846
BX284601.5,4289726,4289775,4291979,4292028
BX284601.5,4289726,4289775,4292261,4292310
BX284601.5,4289726,4289775,4292543,4292592
BX284601.5,4289726,4289825,4293482,4293581
BX284601.5,4289726,4289825,4293669,4293768
BX284601.5,4289726,4289800,4294229,4294303
BX284601.5,4289726,4289800,4294417,4294491
BX284601.5,4289751,4289925,4290970,4291144
BX284601.5,4289751,4289800,4293226,4293275
BX284601.5,4289751,4289825,4293320,4293394
BX284601.5,4289776,4289950,4291371,4291545
BX284601.5,4289801,4289850,4289895,4289944
BX284601.5,4289801,4290125,4289988,4290312
BX284601.5,4289801,4289850,4290082,4290131
BX284601.5,4289801,4289950,4290175,4290324
BX284601.5,4289801,4289875,4290269,4290343
BX284601.5,4289801,4289925,4290457,4290581
BX284601.5,4289801,4289875,4290833,4290907
BX284601.5,4289801,4289925,4291208,4291332
BX284601.5,4289801,4289875,4291490,4291564
BX284601.5,4289801,4289875,4291678,4291752
BX284601.5,4289801,4289925,4291960,4292084
BX284601.5,4289801,4289900,4292242,4292341
BX284601.5,4289801,4289925,4292524,4292648
BX284601.5,4289801,4289875,4293837,4293911
BX284601.5,4289801,4289875,4294210,4294284
BX284601.5,4289801,4289875,4294398,4294472
BX284601.5,4289826,4289875,4290951,4291000
BX284601.5,4289826,4289925,4292361,4292460
BX284601.5,4289826,4289875,4293207,4293256
BX284601.5,4289826,4289875,4293301,4293350
BX284601.5,4289826,4289875,4293488,4293537
BX284601.5,4289826,4289875,4293675,4293724
BX284601.5,4289826,4289875,4293955,4294004
BX284601.5,4289826,4289875,4294048,4294097
BX284601.5,4289826,4289950,4294141,4294265
BX284601.5,4289851,4289950,4290413,4290512
BX284601.5,4289851,4289925,4290601,4290675
BX284601.5,4289851,4289925,4290695,4290769
BX284601.5,4289851,4289950,4290789,4290888
BX284601.5,4289851,4289950,4291164,4291263
BX284601.5,4289851,4289950,4291634,4291733
BX284601.5,4289851,4289950,4291916,4292015
BX284601.5,4289851,4289925,4292104,4292178
BX284601.5,4289851,4289950,4292198,4292297
BX284601.5,4289851,4289950,4292480,4292579
BX284601.5,4289851,4289925,4292668,4292742
BX284601.5,4289851,4289925,4292762,4292836
BX284601.5,4289851,4289925,4292856,4292930
BX284601.5,4289851,4289925,4292950,4293024
BX284601.5,4289851,4289925,4293044,4293118
BX284601.5,4289851,4289950,4294354,4294453
BX284601.5,4289851,4289900,4294542,4294591
BX284601.5,4289901,4289950,4289994,4290043
BX284601.5,4289901,4289950,4290181,4290230
BX284601.5,4289901,4289950,4291026,4291075
BX284601.5,4289901,4289950,4291402,4291451
BX284601.5,4289901,4289950,4291778,4291827
BX284601.5,4289901,4289950,4293843,4293892
BX284601.5,4289976,4290100,4291008,4291132
BX284601.5,4289976,4290125,4291384,4291533
BX284601.5,4289976,4290075,4291760,4291859
BX284601.5,4289976,4290050,4293825,4293899
BX284601.5,4290001,4290050,4290095,4290144
BX284601.5,4290001,4290075,4290282,4290356
BX284601.5,4290001,4290100,4290470,4290569
BX284601.5,4290001,4290050,4290846,4290895
BX284601.5,4290001,4290125,4291221,4291345
BX284601.5,4290001,4290075,4291503,4291577
BX284601.5,4290001,4290075,4291691,4291765
BX284601.5,4290001,4290100,4291973,4292072
BX284601.5,4290001,4290100,4292255,4292354
BX284601.5,4290001,4290100,4292537,4292636
BX284601.5,4290001,4290075,4294223,4294297
BX284601.5,4290001,4290075,4294411,4294485
BX284601.5,4290026,4290125,4290589,4290688
BX284601.5,4290026,4290125,4290777,4290876
BX284601.5,4290026,4290075,4290964,4291013
BX284601.5,4290026,4290125,4291152,4291251
BX284601.5,4290026,4290125,4291904,4292003
BX284601.5,4290026,4290125,4292092,4292191
BX284601.5,4290026,4290100,4292374,4292448
BX284601.5,4290026,4290125,4292468,4292567
BX284601.5,4290026,4290125,4292656,4292755
BX284601.5,4290026,4290125,4292844,4292943
BX284601.5,4290026,4290125,4293032,4293131
BX284601.5,4290026,4290075,4293220,4293269
BX284601.5,4290026,4290075,4293314,4293363
BX284601.5,4290026,4290075,4293501,4293550
BX284601.5,4290026,4290075,4293688,4293737
BX284601.5,4290026,4290125,4294154,4294253
BX284601.5,4290051,4290125,4290426,4290500
BX284601.5,4290051,4290100,4290708,4290757
BX284601.5,4290051,4290125,4291647,4291721
BX284601.5,4290051,4290125,4292211,4292285
BX284601.5,4290051,4290100,4292775,4292824
BX284601.5,4290051,4290100,4292963,4293012
BX284601.5,4290051,4290125,4294367,4294441
BX284601.5,4290151,4290250,4293813,4293912
BX284601.5,4290176,4290250,4290270,4290344
BX284601.5,4290176,4290300,4290458,4290582
BX284601.5,4290176,4290250,4290834,4290908
BX284601.5,4290176,4290300,4291021,4291145
BX284601.5,4290176,4290300,4291209,4291333
BX284601.5,4290176,4290525,4291397,4291746
BX284601.5,4290176,4290250,4291491,4291565
BX284601.5,4290176,4290250,4291679,4291753
BX284601.5,4290176,4290250,4291773,4291847
BX284601.5,4290176,4290300,4291961,4292085
BX284601.5,4290176,4290275,4292243,4292342
BX284601.5,4290176,4290300,4292525,4292649
BX284601.5,4290176,4290250,4294211,4294285
BX284601.5,4290176,4290250,4294399,4294473
BX284601.5,4290201,4290250,4290952,4291001
BX284601.5,4290201,4290300,4292362,4292461
BX284601.5,4290201,4290250,4293208,4293257
BX284601.5,4290201,4290250,4293302,4293351
BX284601.5,4290201,4290250,4293489,4293538
BX284601.5,4290201,4290250,4293676,4293725
BX284601.5,4290201,4290250,4293956,4294005
BX284601.5,4290201,4290250,4294049,4294098
BX284601.5,4290201,4290375,4294142,4294316
BX284601.5,4290226,4290350,4290414,4290538
BX284601.5,4290226,4290300,4290602,4290676
BX284601.5,4290226,4290300,4290696,4290770
BX284601.5,4290226,4290350,4290790,4290914
BX284601.5,4290226,4290350,4291165,4291289
BX284601.5,4290226,4290375,4291635,4291784
BX284601.5,4290226,4290350,4291917,4292041
BX284601.5,4290226,4290300,4292105,4292179
BX284601.5,4290226,4290350,4292199,4292323
BX284601.5,4290226,4290350,4292481,4292605
BX284601.5,4290226,4290300,4292669,4292743
BX284601.5,4290226,4290300,4292763,4292837
BX284601.5,4290226,4290300,4292857,4292931
BX284601.5,4290226,4290300,4292951,4293025
BX284601.5,4290226,4290300,4293045,4293119
BX284601.5,4290226,4290375,4294355,4294504
BX284601.5,4290226,4290275,4294543,4294592
BX284601.5,4290276,4290350,4291027,4291101
BX284601.5,4290276,4290350,4291403,4291477
BX284601.5,4290276,4290350,4291779,4291853
BX284601.5,4290276,4290350,4293844,4293918
BX284601.5,4290301,4290375,4290958,4291032
BX284601.5,4290301,4290350,4292368,4292417
BX284601.5,4290301,4290400,4293214,4293313
BX284601.5,4290301,4290375,4293308,4293382
BX284601.5,4290301,4290375,4293495,4293569
BX284601.5,4290301,4290375,4293682,4293756
BX284601.5,4290301,4290350,4293962,4294011
BX284601.5,4290301,4290350,4294055,4294104
BX284601.5,4290301,4290350,4294148,4294197
BX284601.5,4290326,4290375,4291359,4291408
BX284601.5,4290326,4290400,4293145,4293219
BX284601.5,4290351,4290400,4290914,4290963
BX284601.5,4290351,4290400,4293918,4293967
BX284601.5,4290351,4290400,4294011,4294060
BX284601.5,4290351,4290400,4294104,4294153
BX284601.5,4290401,4290475,4290683,4290757
BX284601.5,4290401,4290450,4291340,4291389
BX284601.5,4290401,4290550,4292186,4292335
BX284601.5,4290401,4290475,4292750,4292824
BX284601.5,4290401,4290475,4292938,4293012
BX284601.5,4290401,4290450,4293126,4293175
BX284601.5,4290426,4290475,4290520,4290569
BX284601.5,4290426,4290500,4290614,4290688
BX284601.5,4290426,4290525,4290802,4290901
BX284601.5,4290426,4290475,4291083,4291132
BX284601.5,4290426,4290575,4291177,4291326
BX284601.5,4290426,4290500,4291271,4291345
BX284601.5,4290426,4290525,4291459,4291558
BX284601.5,4290426,4290750,4291929,4292253
BX284601.5,4290426,4290475,4292023,4292072
BX284601.5,4290426,4290500,4292117,4292191
BX284601.5,4290426,4290475,4292305,4292354
BX284601.5,4290426,4290475,4292399,4292448
BX284601.5,4290426,4290875,4292493,4292942
BX284601.5,4290426,4290475,4292587,4292636
BX284601.5,4290426,4290500,4292681,4292755
BX284601.5,4290426,4290500,4292869,4292943
BX284601.5,4290426,4290500,4293057,4293131
BX284601.5,4290426,4290525,4294179,4294278
BX284601.5,4290426,4290525,4294367,4294466
BX284601.5,4290476,4290675,4291039,4291238
BX284601.5,4290476,4290575,4291415,4291514
BX284601.5,4290476,4290525,4291791,4291840
BX284601.5,4290476,4290525,4293482,4293531
BX284601.5,4290476,4290525,4293669,4293718
BX284601.5,4290476,4290525,4293856,4293905
BX284601.5,4290501,4290575,4290595,4290669
BX284601.5,4290501,4290575,4290783,4290857
BX284601.5,4290501,4290575,4291158,4291232
BX284601.5,4290501,4290575,4291910,4291984
BX284601.5,4290501,4290575,4292098,4292172
BX284601.5,4290501,4290675,4292380,4292554
BX284601.5,4290501,4290575,4292474,4292548
BX284601.5,4290501,4290575,4292662,4292736
BX284601.5,4290501,4290575,4292850,4292924
BX284601.5,4290501,4290575,4293038,4293112
BX284601.5,4290501,4290575,4294160,4294234
BX284601.5,4290501,4290575,4294348,4294422
BX284601.5,4290501,4290550,4294536,4294585
BX284601.5,4290526,4290675,4290714,4290863
BX284601.5,4290526,4290575,4291653,4291702
BX284601.5,4290526,4290575,4292217,4292266
BX284601.5,4290526,4290875,4292781,4293130
BX284601.5,4290526,4290725,4292969,4293168
BX284601.5,4290551,4290600,4293370,4293419
BX284601.5,4290551,4290625,4293557,4293631
BX284601.5,4290551,4290625,4293744,4293818
BX284601.5,4290576,4290675,4291891,4291990
BX284601.5,4290601,4290675,4290695,4290769
BX284601.5,4290601,4290675,4291070,4291144
BX284601.5,4290601,4290725,4291258,4291382
BX284601.5,4290601,4290675,4291446,4291520
BX284601.5,4290601,4290675,4291634,4291708
BX284601.5,4290601,4290675,4292010,4292084
BX284601.5,4290601,4290675,4292198,4292272
BX284601.5,4290601,4290650,4292292,4292341
BX284601.5,4290601,4290675,4292386,4292460
BX284601.5,4290601,4290675,4292574,4292648
BX284601.5,4290601,4290675,4292762,4292836
BX284601.5,4290601,4290675,4292950,4293024
BX284601.5,4290601,4290675,4294166,4294240
BX284601.5,4290601,4290675,4294354,4294428
BX284601.5,4290601,4290650,4294542,4294591
BX284601.5,4290676,4290750,4291615,4291689
BX284601.5,4290701,4290750,4290795,4290844
BX284601.5,4290701,4290900,4291076,4291275
BX284601.5,4290701,4290750,4291170,4291219
BX284601.5,4290701,4290750,4291264,4291313
BX284601.5,4290701,4290750,4291452,4291501
BX284601.5,4290701,4290750,4291922,4291971
BX284601.5,4290701,4290875,4292016,4292190
BX284601.5,4290701,4290750,4292110,4292159
BX284601.5,4290701,4290750,4292298,4292347
BX284601.5,4290701,4290900,4292392,4292591
BX284601.5,4290701,4290750,4292486,4292535
BX284601.5,4290701,4290875,4292580,4292754
BX284601.5,4290701,4290750,4292674,4292723
BX284601.5,4290701,4290750,4292862,4292911
BX284601.5,4290701,4290750,4293050,4293099
BX284601.5,4290701,4290750,4294172,4294221
BX284601.5,4290701,4290750,4294360,4294409
BX284601.5,4290701,4290750,4294548,4294597
BX284601.5,4290751,4290900,4291878,4292027
BX284601.5,4290751,4290800,4293569,4293618
BX284601.5,4290751,4290800,4293756,4293805
BX284601.5,4290776,4290825,4290963,4291012
BX284601.5,4290776,4290850,4291057,4291131
BX284601.5,4290776,4290875,4291245,4291344
BX284601.5,4290776,4290900,4291433,4291557
BX284601.5,4290776,4290825,4291527,4291576
BX284601.5,4290776,4290825,4291715,4291764
BX284601.5,4290776,4290825,4291809,4291858
BX284601.5,4290776,4290850,4291997,4292071
BX284601.5,4290776,4290850,4292279,4292353
BX284601.5,4290776,4290850,4292373,4292447
BX284601.5,4290776,4290850,4292561,4292635
BX284601.5,4290776,4290825,4293219,4293268
BX284601.5,4290776,4290825,4293313,4293362
BX284601.5,4290776,4290825,4293500,4293549
BX284601.5,4290776,4290825,4293687,4293736
BX284601.5,4290776,4290900,4294153,4294277
BX284601.5,4290776,4290825,4294247,4294296
BX284601.5,4290776,4290825,4294435,4294484
BX284601.5,4290801,4290900,4291646,4291745
BX284601.5,4290801,4290900,4292210,4292309
BX284601.5,4290801,4290850,4292774,4292823
BX284601.5,4290801,4290850,4292962,4293011
BX284601.5,4290801,4290900,4294366,4294465
BX284601.5,4290801,4290850,4294554,4294603
BX284601.5,4290851,4290900,4291038,4291087
BX284601.5,4290851,4290900,4291414,4291463
BX284601.5,4290851,4290900,4291790,4291839
BX284601.5,4290851,4290900,4293481,4293530
BX284601.5,4290851,4290900,4293668,4293717
BX284601.5,4290851,4291000,4293855,4294004
BX284601.5,4290876,4290925,4293600,4293649
BX284601.5,4290876,4290925,4293787,4293836
BX284601.5,4290876,4291000,4293973,4294097
BX284601.5,4290876,4291000,4294066,4294190
BX284601.5,4290926,4291025,4293182,4293281
BX284601.5,4290926,4291050,4293276,4293400
BX284601.5,4290951,4291000,4291045,4291094
BX284601.5,4290951,4291000,4291233,4291282
BX284601.5,4290951,4291000,4291421,4291470
BX284601.5,4290951,4291025,4291515,4291589
BX284601.5,4290951,4291100,4291703,4291852
BX284601.5,4290951,4291000,4291797,4291846
BX284601.5,4290951,4291000,4291985,4292034
BX284601.5,4290951,4291000,4292267,4292316
BX284601.5,4290951,4291000,4292361,4292410
BX284601.5,4290951,4291000,4292549,4292598
BX284601.5,4290951,4291050,4293488,4293587
BX284601.5,4290951,4291050,4293675,4293774
BX284601.5,4290951,4291000,4293862,4293911
BX284601.5,4290951,4291025,4294235,4294309
BX284601.5,4290951,4291025,4294423,4294497
BX284601.5,4290976,4291125,4291352,4291501
BX284601.5,4290976,4291025,4293138,4293187
BX284601.5,4291026,4291125,4291214,4291313
BX284601.5,4291026,4291100,4291496,4291570
BX284601.5,4291026,4291100,4291684,4291758
BX284601.5,4291026,4291250,4291966,4292190
BX284601.5,4291026,4291125,4292248,4292347
BX284601.5,4291026,4291250,4292530,4292754
BX284601.5,4291026,4291100,4293843,4293917
BX284601.5,4291026,4291100,4294216,4294290
BX284601.5,4291026,4291100,4294404,4294478
BX284601.5,4291051,4291325,4292367,4292641
BX284601.5,4291051,4291100,4293213,4293262
BX284601.5,4291051,4291100,4293307,4293356
BX284601.5,4291051,4291100,4293494,4293543
BX284601.5,4291051,4291100,4293681,4293730
BX284601.5,4291051,4291100,4293961,4294010
BX284601.5,4291051,4291100,4294054,4294103
BX284601.5,4291051,4291125,4294147,4294221
BX284601.5,4291076,4291125,4291170,4291219
BX284601.5,4291076,4291125,4291640,4291689
BX284601.5,4291076,4291125,4291922,4291971
BX284601.5,4291076,4291125,4292110,4292159
BX284601.5,4291076,4291125,4292204,4292253
BX284601.5,4291076,4291125,4292486,4292535
BX284601.5,4291076,4291125,4292674,4292723
BX284601.5,4291076,4291250,4292768,4292942
BX284601.5,4291076,4291125,4292862,4292911
BX284601.5,4291076,4291250,4292956,4293130
BX284601.5,4291076,4291125,4293050,4293099
BX284601.5,4291076,4291125,4294360,4294409
BX284601.5,4291076,4291125,4294548,4294597
BX284601.5,4291126,4291325,4291878,4292077
BX284601.5,4291126,4291175,4293569,4293618
BX284601.5,4291126,4291175,4293756,4293805
BX284601.5,4291151,4291250,4291245,4291344
BX284601.5,4291151,4291275,4291433,4291557
BX284601.5,4291151,4291200,4291527,4291576
BX284601.5,4291151,4291200,4291715,4291764
BX284601.5,4291151,4291200,4291809,4291858
BX284601.5,4291151,4291225,4291997,4292071
BX284601.5,4291151,4291225,4292279,4292353
BX284601.5,4291151,4291225,4292373,4292447
BX284601.5,4291151,4291225,4292561,4292635
BX284601.5,4291151,4291200,4293219,4293268
BX284601.5,4291151,4291200,4293313,4293362
BX284601.5,4291151,4291200,4293500,4293549
BX284601.5,4291151,4291200,4293687,4293736
BX284601.5,4291151,4291275,4294153,4294277
BX284601.5,4291151,4291200,4294247,4294296
BX284601.5,4291151,4291200,4294435,4294484
BX284601.5,4291176,4291275,4291646,4291745
BX284601.5,4291176,4291300,4292210,4292334
BX284601.5,4291176,4291225,4292774,4292823
BX284601.5,4291176,4291225,4292962,4293011
BX284601.5,4291176,4291275,4294366,4294465
BX284601.5,4291176,4291225,4294554,4294603
BX284601.5,4291226,4291325,4291414,4291513
BX284601.5,4291226,4291275,4291790,4291839
BX284601.5,4291226,4291275,4293481,4293530
BX284601.5,4291226,4291275,4293668,4293717
BX284601.5,4291226,4291275,4293855,4293904
BX284601.5,4291251,4291325,4291909,4291983
BX284601.5,4291251,4291375,4292097,4292221
BX284601.5,4291251,4291325,4292379,4292453
BX284601.5,4291251,4291325,4292473,4292547
BX284601.5,4291251,4291375,4292661,4292785
BX284601.5,4291251,4291375,4292849,4292973
BX284601.5,4291251,4291400,4293037,4293186
BX284601.5,4291251,4291325,4294159,4294233
BX284601.5,4291251,4291325,4294347,4294421
BX284601.5,4291251,4291300,4294535,4294584
BX284601.5,4291276,4291325,4291652,4291701
BX284601.5,4291276,4291325,4292216,4292265
BX284601.5,4291276,4291325,4292780,4292829
BX284601.5,4291276,4291325,4292968,4293017
BX284601.5,4291326,4291375,4291608,4291657
BX284601.5,4291351,4291400,4291539,4291588
BX284601.5,4291351,4291475,4291727,4291851
BX284601.5,4291351,4291400,4293231,4293280
BX284601.5,4291351,4291425,4293325,4293399
BX284601.5,4291351,4291425,4293512,4293586
BX284601.5,4291351,4291425,4293699,4293773
BX284601.5,4291351,4291400,4294259,4294308
BX284601.5,4291351,4291400,4294447,4294496
BX284601.5,4291401,4291475,4291495,4291569
BX284601.5,4291401,4291475,4291683,4291757
BX284601.5,4291401,4291500,4291965,4292064
BX284601.5,4291401,4291500,4292247,4292346
BX284601.5,4291401,4291500,4292529,4292628
BX284601.5,4291401,4291475,4293842,4293916
BX284601.5,4291401,4291475,4294215,4294289
BX284601.5,4291401,4291475,4294403,4294477
BX284601.5,4291426,4291500,4292366,4292440
BX284601.5,4291426,4291475,4293212,4293261
BX284601.5,4291426,4291475,4293306,4293355
BX284601.5,4291426,4291475,4293493,4293542
BX284601.5,4291426,4291475,4293680,4293729
BX284601.5,4291426,4291475,4293960,4294009
BX284601.5,4291426,4291475,4294053,4294102
BX284601.5,4291426,4291600,4294146,4294320
BX284601.5,4291451,4291600,4291639,4291788
BX284601.5,4291451,4291575,4291921,4292045
BX284601.5,4291451,4291525,4292109,4292183
BX284601.5,4291451,4291575,4292203,4292327
BX284601.5,4291451,4291575,4292485,4292609
BX284601.5,4291451,4291525,4292673,4292747
BX284601.5,4291451,4291500,4292767,4292816
BX284601.5,4291451,4291525,4292861,4292935
BX284601.5,4291451,4291500,4292955,4293004
BX284601.5,4291451,4291525,4293049,4293123
BX284601.5,4291451,4291600,4294359,4294508
BX284601.5,4291451,4291500,4294547,4294596
BX284601.5,4291501,4291575,4291783,4291857
BX284601.5,4291501,4291550,4293848,4293897
BX284601.5,4291526,4291575,4291902,4291951
BX284601.5,4291526,4291575,4292090,4292139
BX284601.5,4291526,4291575,4292372,4292421
BX284601.5,4291526,4291575,4292466,4292515
BX284601.5,4291526,4291575,4292654,4292703
BX284601.5,4291526,4291575,4292842,4292891
BX284601.5,4291526,4291575,4293030,4293079
BX284601.5,4291526,4291625,4293218,4293317
BX284601.5,4291526,4291600,4293312,4293386
BX284601.5,4291526,4291600,4293499,4293573
BX284601.5,4291526,4291600,4293686,4293760
BX284601.5,4291526,4291575,4294152,4294201
BX284601.5,4291551,4291625,4293149,4293223
BX284601.5,4291576,4291625,4293922,4293971
BX284601.5,4291576,4291625,4294015,4294064
BX284601.5,4291576,4291625,4294108,4294157
BX284601.5,4291626,4291750,4292190,4292314
BX284601.5,4291626,4291700,4292754,4292828
BX284601.5,4291626,4291700,4292942,4293016
BX284601.5,4291651,4291750,4291933,4292032
BX284601.5,4291651,4291700,4292027,4292076
BX284601.5,4291651,4291700,4292121,4292170
BX284601.5,4291651,4291700,4292309,4292358
BX284601.5,4291651,4291700,4292403,4292452
BX284601.5,4291651,4291750,4292497,4292596
BX284601.5,4291651,4291700,4292591,4292640
BX284601.5,4291651,4291700,4292685,4292734
BX284601.5,4291651,4291700,4292873,4292922
BX284601.5,4291651,4291700,4293061,4293110
BX284601.5,4291651,4291775,4294183,4294307
BX284601.5,4291651,4291775,4294371,4294495
BX284601.5,4291701,4291750,4291795,4291844
BX284601.5,4291701,4291800,4293486,4293585
BX284601.5,4291701,4291800,4293673,4293772
BX284601.5,4291701,4291750,4293860,4293909
BX284601.5,4291726,4291775,4293136,4293185
BX284601.5,4291726,4291775,4293230,4293279
BX284601.5,4291726,4291800,4293324,4293398
BX284601.5,4291776,4291850,4291964,4292038
BX284601.5,4291776,4291850,4292246,4292320
BX284601.5,4291776,4291850,4292528,4292602
BX284601.5,4291776,4291850,4293841,4293915
BX284601.5,4291776,4291850,4294214,4294288
BX284601.5,4291776,4291850,4294402,4294476
BX284601.5,4291801,4291850,4292365,4292414
BX284601.5,4291801,4291850,4293211,4293260
BX284601.5,4291801,4291850,4293305,4293354
BX284601.5,4291801,4291850,4293492,4293541
BX284601.5,4291801,4291850,4293679,4293728
BX284601.5,4291801,4291850,4293959,4294008
BX284601.5,4291801,4291850,4294052,4294101
BX284601.5,4291801,4291850,4294145,4294194
BX284601.5,4291876,4292000,4292064,4292188
BX284601.5,4291876,4292275,4292440,4292839
BX284601.5,4291876,4292000,4292628,4292752
BX284601.5,4291876,4292000,4292816,4292940
BX284601.5,4291876,4292000,4293004,4293128
BX284601.5,4291876,4291925,4293567,4293616
BX284601.5,4291876,4291925,4293754,4293803
BX284601.5,4291901,4291975,4291995,4292069
BX284601.5,4291901,4291975,4292277,4292351
BX284601.5,4291901,4291975,4292371,4292445
BX284601.5,4291901,4291975,4292559,4292633
BX284601.5,4291901,4291950,4293217,4293266
BX284601.5,4291901,4291950,4293311,4293360
BX284601.5,4291901,4291950,4293498,4293547
BX284601.5,4291901,4291950,4293685,4293734
BX284601.5,4291901,4292025,4294151,4294275
BX284601.5,4291901,4291950,4294245,4294294
BX284601.5,4291901,4291950,4294433,4294482
BX284601.5,4291926,4292075,4292208,4292357
BX284601.5,4291926,4291975,4292772,4292821
BX284601.5,4291926,4291975,4292960,4293009
BX284601.5,4291926,4292025,4294364,4294463
BX284601.5,4291926,4291975,4294552,4294601
BX284601.5,4291976,4292025,4293479,4293528
BX284601.5,4291976,4292025,4293666,4293715
BX284601.5,4291976,4292025,4293853,4293902
BX284601.5,4292001,4292075,4292095,4292169
BX284601.5,4292001,4292175,4292377,4292551
BX284601.5,4292001,4292075,4292471,4292545
BX284601.5,4292001,4292075,4292659,4292733
BX284601.5,4292001,4292075,4292847,4292921
BX284601.5,4292001,4292075,4293035,4293109
BX284601.5,4292001,4292075,4294157,4294231
BX284601.5,4292001,4292075,4294345,4294419
BX284601.5,4292001,4292050,4294533,4294582
BX284601.5,4292026,4292075,4292214,4292263
BX284601.5,4292026,4292275,4292778,4293027
BX284601.5,4292026,4292225,4292966,4293165
BX284601.5,4292076,4292125,4293579,4293628
BX284601.5,4292076,4292125,4293766,4293815
BX284601.5,4292101,4292175,4292195,4292269
BX284601.5,4292101,4292150,4292289,4292338
BX284601.5,4292101,4292175,4292383,4292457
BX284601.5,4292101,4292175,4292571,4292645
BX284601.5,4292101,4292175,4292759,4292833
BX284601.5,4292101,4292175,4292947,4293021
BX284601.5,4292101,4292175,4294163,4294237
BX284601.5,4292101,4292175,4294351,4294425
BX284601.5,4292101,4292150,4294539,4294588
BX284601.5,4292201,4292250,4292295,4292344
BX284601.5,4292201,4292275,4292389,4292463
BX284601.5,4292201,4292350,4292483,4292632
BX284601.5,4292201,4292275,4292577,4292651
BX284601.5,4292201,4292275,4292671,4292745
BX284601.5,4292201,4292275,4292859,4292933
BX284601.5,4292201,4292275,4293047,4293121
BX284601.5,4292201,4292325,4294169,4294293
BX284601.5,4292201,4292325,4294357,4294481
BX284601.5,4292201,4292250,4294545,4294594
BX284601.5,4292251,4292300,4293846,4293895
BX284601.5,4292276,4292350,4292370,4292444
BX284601.5,4292276,4292325,4293216,4293265
BX284601.5,4292276,4292325,4293310,4293359
BX284601.5,4292276,4292325,4293497,4293546
BX284601.5,4292276,4292325,4293684,4293733
BX284601.5,4292276,4292350,4294150,4294224
BX284601.5,4292301,4292350,4292489,4292538
BX284601.5,4292301,4292350,4292677,4292726
BX284601.5,4292301,4292350,4292771,4292820
BX284601.5,4292301,4292350,4292865,4292914
BX284601.5,4292301,4292350,4292959,4293008
BX284601.5,4292301,4292350,4293053,4293102
BX284601.5,4292301,4292350,4294363,4294412
BX284601.5,4292301,4292350,4294551,4294600
BX284601.5,4292376,4292450,4292470,4292544
BX284601.5,4292376,4292550,4292564,4292738
BX284601.5,4292376,4292450,4292658,4292732
BX284601.5,4292376,4292450,4292846,4292920
BX284601.5,4292376,4292450,4293034,4293108
BX284601.5,4292376,4292450,4294156,4294230
BX284601.5,4292376,4292450,4294344,4294418
BX284601.5,4292376,4292425,4294532,4294581
BX284601.5,4292401,4292550,4292777,4292926
BX284601.5,4292401,4292550,4292965,4293114
BX284601.5,4292451,4292500,4293578,4293627
BX284601.5,4292451,4292500,4293765,4293814
BX284601.5,4292476,4292550,4292570,4292644
BX284601.5,4292476,4292600,4294162,4294286
BX284601.5,4292476,4292600,4294350,4294474
BX284601.5,4292476,4292525,4294538,4294587
BX284601.5,4292501,4292550,4292783,4292832
BX284601.5,4292501,4292550,4292971,4293020
BX284601.5,4292526,4292600,4293839,4293913
BX284601.5,4292551,4292600,4293209,4293258
BX284601.5,4292551,4292600,4293303,4293352
BX284601.5,4292551,4292600,4293490,4293539
BX284601.5,4292551,4292600,4293677,4293726
BX284601.5,4292551,4292600,4293957,4294006
BX284601.5,4292551,4292600,4294050,4294099
BX284601.5,4292551,4292650,4294143,4294242
BX284601.5,4292576,4292650,4292670,4292744
BX284601.5,4292576,4292975,4292764,4293163
BX284601.5,4292576,4292650,4292858,4292932
BX284601.5,4292576,4292800,4292952,4293176
BX284601.5,4292576,4292650,4293046,4293120
BX284601.5,4292576,4292650,4294356,4294430
BX284601.5,4292576,4292625,4294544,4294593
BX284601.5,4292626,4292675,4293378,4293427
BX284601.5,4292626,4292675,4293565,4293614
BX284601.5,4292626,4292675,4293752,4293801
BX284601.5,4292676,4292725,4292770,4292819
